"Incident UID","Incident Date","Agency","CIBRS Unique Offense ID","CIBRS Offense Description","City","Zip Code","Block Address","Domestic Violence Incident"
"2642036","2025 Aug 06 03:36:00 PM","SAN DIEGO","2642036-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2638681","2025 Aug 04 11:23:51 AM","SAN DIEGO","2638681-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2626925","2025 Jul 11 01:20:33 AM","SAN DIEGO","2626925-35B","Drug Equipment Violations","SAN DIEGO","92121","LUSK BOULEVARD / MIRA MESA BOULEVARD","false"
"2640007","2025 Aug 06 03:31:00 AM","SAN DIEGO","2640007-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2610585","2025 Jul 08 03:30:05 AM","SAN DIEGO","2610585-35B","Drug Equipment Violations","SAN DIEGO","92121","12700  BLOCK  NORTH TORREY PINES ROAD","false"
"2626925","2025 Jul 11 01:20:33 AM","SAN DIEGO","2626925-35A","Drug/Narcotic Violations","SAN DIEGO","92121","LUSK BOULEVARD / MIRA MESA BOULEVARD","false"
"2610585","2025 Jul 08 03:30:05 AM","SAN DIEGO","2610585-35A","Drug/Narcotic Violations","SAN DIEGO","92121","12700  BLOCK  NORTH TORREY PINES ROAD","false"
"2644311","2025 Aug 08 11:00:00 PM","SAN DIEGO","2644311-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5000  BLOCK  WATERIDGE VISTA DRIVE","false"
"2642037","2025 Aug 07 05:29:00 PM","SAN DIEGO","2642037-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2642036","2025 Aug 06 03:36:00 PM","SAN DIEGO","2642036-35B","Drug Equipment Violations","SAN DIEGO","92037","8600  BLOCK  VILLA LA JOLLA DRIVE","false"
"2673699","2025 Sep 02 08:15:00 AM","SAN DIEGO","2673699-370","Pornography/Obscene Material","SAN DIEGO","92037","6100  BLOCK  LA JOLLA SCENIC DRIVE","false"
"2674489","2025 Sep 05 10:10:04 AM","SAN DIEGO","2674489-35B","Drug Equipment Violations","SAN DIEGO","92037","7800  BLOCK  FAY AVENUE","true"
"2686258","2025 Aug 22 07:38:55 PM","SHERIFF","2686258-35A","Drug/Narcotic Violations","SAN DIEGO","92121","800  BLOCK  NORTH","false"
"2895865","2025 Sep 05 11:30:00 AM","SAN DIEGO","2895865-35A","Drug/Narcotic Violations","SAN DIEGO","92037","600  BLOCK  MARINE STREET","false"
"2677208","2025 Sep 08 01:25:00 AM","SAN DIEGO","2677208-35B","Drug Equipment Violations","SAN DIEGO","92121","10500  BLOCK  CAMINO SANTA FE","false"
"2677208","2025 Sep 08 01:25:00 AM","SAN DIEGO","2677208-35A","Drug/Narcotic Violations","SAN DIEGO","92121","10500  BLOCK  CAMINO SANTA FE","false"
"2684488","2025 Sep 14 02:30:00 AM","SAN DIEGO","2684488-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5600  BLOCK  EASTGATE DRIVE","false"
"2668645","2025 Aug 27 03:25:36 PM","SAN DIEGO","2668645-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8900  BLOCK  GENESEE AVENUE","false"
"2679457","2025 Sep 09 05:00:34 PM","SAN DIEGO","2679457-35A","Drug/Narcotic Violations","SAN DIEGO","92037","0  BLOCK  STATE ROUTE 52 WB OFF RAMP","false"
"2684488","2025 Sep 14 02:30:00 AM","SAN DIEGO","2684488-35B","Drug Equipment Violations","SAN DIEGO","92121","5600  BLOCK  EASTGATE DRIVE","false"
"2839969","2025 Oct 22 11:15:00 AM","SAN DIEGO","2839969-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2766126","2025 Oct 14 06:30:00 AM","SAN DIEGO","2766126-520","Weapon Law Violations","SAN DIEGO","92122","3900  BLOCK  NOBEL DRIVE","true"
"2711812","2025 Oct 07 10:15:13 AM","SAN DIEGO","2711812-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8100  BLOCK  LA JOLLA SCENIC DRIVE","false"
"2707035","2025 Sep 21 06:19:36 PM","SAN DIEGO","2707035-35A","Drug/Narcotic Violations","SAN DIEGO","92037","300  BLOCK  WESTBOURNE STREET","false"
"2747321","2025 Nov 11 08:00:38 AM","SAN DIEGO","2747321-35A","Drug/Narcotic Violations","SAN DIEGO","92121","12600  BLOCK  NORTH TORREY PINES ROAD","false"
"2841308","2025 Nov 28 05:18:00 PM","SAN DIEGO","2841308-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2841308","2025 Nov 28 05:18:00 PM","SAN DIEGO","2841308-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2864197","2025 Nov 14 04:35:00 PM","SAN DIEGO","2864197-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2754201","2025 Nov 18 11:07:00 PM","SAN DIEGO","2754201-35A","Drug/Narcotic Violations","SAN DIEGO","92121","9200  BLOCK  GENESEE AVENUE","false"
"2753414","2025 Nov 15 02:00:04 PM","SAN DIEGO","2753414-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2736200","2025 Oct 29 07:00:00 PM","SAN DIEGO","2736200-520","Weapon Law Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2751154","2025 Nov 16 02:56:33 PM","SAN DIEGO","2751154-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4200  BLOCK  NOBEL DRIVE","false"
"2864197","2025 Nov 14 04:35:00 PM","SAN DIEGO","2864197-35B","Drug Equipment Violations","SAN DIEGO","92037","8800  BLOCK  VILLA LA JOLLA DRIVE","false"
"2736200","2025 Oct 29 07:00:00 PM","SAN DIEGO","2736200-35B","Drug Equipment Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2745386","2025 Oct 25 10:45:00 AM","SAN DIEGO","2745386-35B","Drug Equipment Violations","SAN DIEGO","92121","11200  BLOCK  NORTH TORREY PINES ROAD","false"
"2794736","2025 Dec 23 02:26:51 PM","SAN DIEGO","2794736-520","Weapon Law Violations","SAN DIEGO","92037","ALMAHURST ROW / KEENELAND ROW","false"
"2820285","2025 Dec 17 10:38:00 PM","SAN DIEGO","2820285-35A","Drug/Narcotic Violations","SAN DIEGO","92122","5600  BLOCK  REGENTS ROAD","false"
"2807284","2026 Jan 05 09:36:00 AM","SAN DIEGO","2807284-35B","Drug Equipment Violations","SAN DIEGO","92037","4200  BLOCK  EASTGATE MALL","false"
"2796213","2025 Dec 17 10:54:28 AM","SAN DIEGO","2796213-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1900  BLOCK  PARKVIEW TERRACE","false"
"2843978","2026 Jan 03 03:08:00 PM","SAN DIEGO","2843978-35B","Drug Equipment Violations","SAN DIEGO","92122","4300  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2784462","2025 Dec 16 08:50:07 PM","SAN DIEGO","2784462-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7000  BLOCK  DRAPER AVENUE","false"
"2789812","2025 Dec 23 09:00:00 PM","SAN DIEGO","2789812-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2783682","2025 Dec 17 06:25:00 PM","SAN DIEGO","2783682-35A","Drug/Narcotic Violations","SAN DIEGO","92122","8700  BLOCK  GENESEE AVENUE","false"
"2797111","2026 Jan 02 07:38:00 AM","SAN DIEGO","2797111-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7500  BLOCK  GIRARD AVENUE","false"
"2796903","2025 Dec 21 04:50:25 AM","SAN DIEGO","2796903-520","Weapon Law Violations","SAN DIEGO","92121","5700  BLOCK  MIRAMAR ROAD","false"
"2784462","2025 Dec 16 08:50:07 PM","SAN DIEGO","2784462-35B","Drug Equipment Violations","SAN DIEGO","92037","7000  BLOCK  DRAPER AVENUE","false"
"2796903","2025 Dec 21 04:50:25 AM","SAN DIEGO","2796903-35A","Drug/Narcotic Violations","SAN DIEGO","92121","5700  BLOCK  MIRAMAR ROAD","false"
"2797835","2026 Jan 02 01:58:00 PM","SAN DIEGO","2797835-35A","Drug/Narcotic Violations","SAN DIEGO","92121","CARMEL VALLEY ROAD / POINTE DEL MAR WAY","false"
"2794736","2025 Dec 23 02:26:51 PM","SAN DIEGO","2794736-35A","Drug/Narcotic Violations","SAN DIEGO","92037","ALMAHURST ROW / KEENELAND ROW","false"
"2794736","2025 Dec 23 02:26:51 PM","SAN DIEGO","2794736-35B","Drug Equipment Violations","SAN DIEGO","92037","ALMAHURST ROW / KEENELAND ROW","false"
"2789812","2025 Dec 23 09:00:00 PM","SAN DIEGO","2789812-35B","Drug Equipment Violations","SAN DIEGO","92122","3400  BLOCK  NOBEL DRIVE","false"
"2787351","2025 Dec 20 08:08:00 AM","SAN DIEGO","2787351-35A","Drug/Narcotic Violations","SAN DIEGO","92122","7100  BLOCK  GENESEE AVENUE","false"
"2821701","2026 Jan 25 02:10:00 PM","SAN DIEGO","2821701-35A","Drug/Narcotic Violations","SAN DIEGO","92037","1900  BLOCK  SPINDRIFT DRIVE","false"
"2826922","2026 Jan 26 02:33:19 PM","SAN DIEGO","2826922-520","Weapon Law Violations","SAN DIEGO","92121","5900  BLOCK  LUSK BOULEVARD","false"
"2824944","2026 Jan 27 12:55:00 PM","SAN DIEGO","2824944-35B","Drug Equipment Violations","SAN DIEGO","92037","MORNING WAY / VILLA LA JOLLA DRIVE","false"
"2846134","2026 Jan 29 12:39:48 AM","SAN DIEGO","2846134-35B","Drug Equipment Violations","SAN DIEGO","92121","sb 805 At Miramar ROAD / SB 805/MIRAMAR RD:","false"
"2865160","2026 Feb 13 10:30:14 AM","SAN DIEGO","2865160-35A","Drug/Narcotic Violations","SAN DIEGO","92121","8400  BLOCK  MIRAMAR PLACE","false"
"2846134","2026 Jan 29 12:39:48 AM","SAN DIEGO","2846134-35A","Drug/Narcotic Violations","SAN DIEGO","92121","sb 805 At Miramar ROAD / SB 805/MIRAMAR RD:","false"
"2851820","2026 Jan 31 03:07:00 PM","SAN DIEGO","2851820-35A","Drug/Narcotic Violations","SAN DIEGO","92121","4500  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2853275","2026 Feb 05 09:00:00 AM","SAN DIEGO","2853275-520","Weapon Law Violations","SAN DIEGO","92037","7400  BLOCK  FAY AVENUE","false"
"2855681","2026 Feb 08 11:47:00 PM","SAN DIEGO","2855681-35A","Drug/Narcotic Violations","SAN DIEGO","92037","8600  BLOCK  NOTTINGHAM PLACE","false"
"2891055","2026 Mar 11 01:40:57 AM","SAN DIEGO","2891055-35B","Drug Equipment Violations","SAN DIEGO","92121","8400  BLOCK  CAMINO SANTA FE","false"
"2883381","2026 Mar 04 02:00:00 PM","SAN DIEGO","2883381-35B","Drug Equipment Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2879806","2026 Mar 01 10:30:00 PM","SAN DIEGO","2879806-35A","Drug/Narcotic Violations","SAN DIEGO","92122","3800  BLOCK  RADCLIFFE LANE","false"
"2905684","2026 Mar 23 08:25:00 AM","SAN DIEGO","2905684-35A","Drug/Narcotic Violations","SAN DIEGO","92121","COMMERCE AVENUE / MIRAMAR ROAD","false"
"2898717","2026 Mar 12 03:28:00 PM","SAN DIEGO","2898717-520","Weapon Law Violations","SAN DIEGO","92037","7400  BLOCK  LA JOLLA BOULEVARD","false"
"2893015","2026 Mar 07 08:15:37 PM","SAN DIEGO","2893015-35A","Drug/Narcotic Violations","SAN DIEGO","92037","7300  BLOCK  LA JOLLA BOULEVARD","false"
"2879855","2026 Feb 19 08:30:00 PM","SHERIFF","2879855-35A","Drug/Narcotic Violations","SAN DIEGO","92037","GILMAN DRIVE / VIA ALICANTE","false"
"2878462","2026 Feb 27 09:30:00 AM","SAN DIEGO","2878462-520","Weapon Law Violations","SAN DIEGO","92122","3800  BLOCK  CAMINO LINDO","true"
"2883381","2026 Mar 04 02:00:00 PM","SAN DIEGO","2883381-35A","Drug/Narcotic Violations","SAN DIEGO","92122","4400  BLOCK  LA JOLLA VILLAGE DRIVE","false"
"2879806","2026 Mar 01 10:30:00 PM","SAN DIEGO","2879806-35B","Drug Equipment Violations","SAN DIEGO","92122","3800  BLOCK  RADCLIFFE LANE","false"
"2906782","2026 Mar 25 05:51:00 PM","SAN DIEGO","2906782-35A","Drug/Narcotic Violations","SAN DIEGO","92121","6900  BLOCK  MIRAMAR ROAD","false"
